Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
05/07/2015,Total establecimientos,CDT,111,A 180 días,4.46033549532825,51284.24969
05/07/2015,Total establecimientos,CDT,113,A 360 días,4.81050042632171,13200.65448
05/08/2015,Total establecimientos,CDT,107,A 90 días,4.15067284858568,77041.9904
05/08/2015,Total establecimientos,CDT,111,A 180 días,4.47988504804689,39989.32321
05/08/2015,Total establecimientos,CDT,113,A 360 días,5.32785391690106,23841.89502
05/11/2015,Total establecimientos,CDT,107,A 90 días,4.48311574403016,290182.95637
05/11/2015,Total establecimientos,CDT,111,A 180 días,4.72274515970265,117999.02403
05/11/2015,Total establecimientos,CDT,113,A 360 días,5.02491880523601,26962.2843
05/12/2015,Total establecimientos,CDT,107,A 90 días,4.47760226008175,178596.24987
05/12/2015,Total establecimientos,CDT,111,A 180 días,4.78942805373251,110614.28007
05/12/2015,Total establecimientos,CDT,113,A 360 días,5.03440154881484,45015.10047
05/13/2015,Total establecimientos,CDT,107,A 90 días,4.57909569720267,311638.33292
05/13/2015,Total establecimientos,CDT,111,A 180 días,4.66607849989595,64855.83552
05/13/2015,Total establecimientos,CDT,113,A 360 días,4.94911997354048,20535.3052
05/14/2015,Total establecimientos,CDT,107,A 90 días,4.30343373120265,110649.39229
05/14/2015,Total establecimientos,CDT,111,A 180 días,4.52399486753474,67621.74985
05/14/2015,Total establecimientos,CDT,113,A 360 días,5.23863733472262,19041.59557
05/15/2015,Total establecimientos,CDT,107,A 90 días,4.08997076635445,72140.13277
05/15/2015,Total establecimientos,CDT,111,A 180 días,4.53787504952687,43792.80554
05/15/2015,Total establecimientos,CDT,113,A 360 días,4.77741771518802,10819.24786
05/19/2015,Total establecimientos,CDT,107,A 90 días,4.45045577993017,328435.9574
05/19/2015,Total establecimientos,CDT,111,A 180 días,4.72158100368723,153888.80145
05/19/2015,Total establecimientos,CDT,113,A 360 días,4.63809286492764,16919.56251
05/20/2015,Total establecimientos,CDT,107,A 90 días,4.56231985805491,176721.11901
05/20/2015,Total establecimientos,CDT,111,A 180 días,4.93467868437873,186692.70093
05/20/2015,Total establecimientos,CDT,113,A 360 días,5.14448432667425,26584.24277
05/21/2015,Total establecimientos,CDT,107,A 90 días,4.24676858782571,140560.4929
05/21/2015,Total establecimientos,CDT,111,A 180 días,4.27477502966422,45411.80218
05/21/2015,Total establecimientos,CDT,113,A 360 días,4.6246024794727,9433.64351
05/22/2015,Total establecimientos,CDT,107,A 90 días,4.03714295913132,65148.92894
05/22/2015,Total establecimientos,CDT,111,A 180 días,4.80932642777802,88654.80062
05/22/2015,Total establecimientos,CDT,113,A 360 días,4.68452533488142,7953.32797
05/25/2015,Total establecimientos,CDT,107,A 90 días,4.44123751325661,252780.58576
05/25/2015,Total establecimientos,CDT,111,A 180 días,4.81709941792884,193016.83273
05/25/2015,Total establecimientos,CDT,113,A 360 días,5.02775565624093,26596.00388
05/26/2015,Total establecimientos,CDT,107,A 90 días,4.57266730963363,207397.84006
05/26/2015,Total establecimientos,CDT,111,A 180 días,4.8323624277801,127707.90604
05/26/2015,Total establecimientos,CDT,113,A 360 días,5.23027404512821,16272.07117
05/27/2015,Total establecimientos,CDT,107,A 90 días,4.60423961676526,298528.24859
05/27/2015,Total establecimientos,CDT,111,A 180 días,4.74791581720185,125293.30689
05/27/2015,Total establecimientos,CDT,113,A 360 días,5.08482792229594,20993.49461
05/28/2015,Total establecimientos,CDT,107,A 90 días,4.36179558455116,129336.33011
05/28/2015,Total establecimientos,CDT,111,A 180 días,4.62838969521446,67943.79991
05/28/2015,Total establecimientos,CDT,113,A 360 días,5.39642719023773,17602.59165
05/29/2015,Total establecimientos,CDT,107,A 90 días,4.13698999829252,63655.4245
05/29/2015,Total establecimientos,CDT,111,A 180 días,4.55886223513079,44448.96669
05/29/2015,Total establecimientos,CDT,113,A 360 días,4.79892131542286,9382.86373
06/01/2015,Total establecimientos,CDT,107,A 90 días,4.4743400159628,161391.93318
06/01/2015,Total establecimientos,CDT,111,A 180 días,4.71697610624789,107329.13565
06/01/2015,Total establecimientos,CDT,113,A 360 días,4.78917166931516,14523.51185
06/02/2015,Total establecimientos,CDT,107,A 90 días,4.54204493372022,219677.43655
06/02/2015,Total establecimientos,CDT,111,A 180 días,4.73921235612368,81441.11566
06/02/2015,Total establecimientos,CDT,113,A 360 días,5.21379950024415,87868.0332
06/03/2015,Total establecimientos,CDT,107,A 90 días,4.45238656629537,164458.7369
06/03/2015,Total establecimientos,CDT,111,A 180 días,4.57123426283636,85624.05229
06/03/2015,Total establecimientos,CDT,113,A 360 días,5.08179315012137,16675.37709
06/04/2015,Total establecimientos,CDT,107,A 90 días,4.209948061954,115373.63867
06/04/2015,Total establecimientos,CDT,111,A 180 días,4.67787193812786,78919.96719
06/04/2015,Total establecimientos,CDT,113,A 360 días,5.05359575338131,29900.97437
06/05/2015,Total establecimientos,CDT,107,A 90 días,4.21439355236829,120075.2688
06/05/2015,Total establecimientos,CDT,111,A 180 días,4.54238748619965,63712.28163
06/05/2015,Total establecimientos,CDT,113,A 360 días,4.48073567261645,13000.39296
06/09/2015,Total establecimientos,CDT,107,A 90 días,4.50006529357935,328968.12155
06/09/2015,Total establecimientos,CDT,111,A 180 días,4.5996369203301,118765.22019
06/09/2015,Total establecimientos,CDT,113,A 360 días,5.15195185455299,69046.78202
06/10/2015,Total establecimientos,CDT,107,A 90 días,4.38845923642465,151083.75638
06/10/2015,Total establecimientos,CDT,111,A 180 días,4.81568861668971,147176.46317
06/10/2015,Total establecimientos,CDT,113,A 360 días,5.32784528615607,18683.90284
06/11/2015,Total establecimientos,CDT,107,A 90 días,4.31985708684909,172481.04358
06/11/2015,Total establecimientos,CDT,111,A 180 días,4.96831818026754,204296.31835
06/11/2015,Total establecimientos,CDT,113,A 360 días,5.17760056767658,100100.86275
06/12/2015,Total establecimientos,CDT,107,A 90 días,4.5132550102057,189995.44256
06/12/2015,Total establecimientos,CDT,111,A 180 días,4.41674381268696,69517.80474
06/12/2015,Total establecimientos,CDT,113,A 360 días,5.00539419135378,21133.27236
06/16/2015,Total establecimientos,CDT,107,A 90 días,4.36289414998637,287461.03971
06/16/2015,Total establecimientos,CDT,111,A 180 días,4.70881055079547,163377.4139
06/16/2015,Total establecimientos,CDT,113,A 360 días,4.9164256355917,25096.60071
06/17/2015,Total establecimientos,CDT,107,A 90 días,4.58148291980053,215123.73321
06/17/2015,Total establecimientos,CDT,111,A 180 días,4.92985356710762,234637.19958
06/17/2015,Total establecimientos,CDT,113,A 360 días,5.17284942089023,29517.84733
06/18/2015,Total establecimientos,CDT,107,A 90 días,4.50118773058929,311582.6948
06/18/2015,Total establecimientos,CDT,111,A 180 días,4.76022376247782,183146.62191
06/18/2015,Total establecimientos,CDT,113,A 360 días,5.0643345067675,46472.96623
06/19/2015,Total establecimientos,CDT,107,A 90 días,4.22097420885523,109298.691
06/19/2015,Total establecimientos,CDT,111,A 180 días,4.57704917445578,74945.9049
06/19/2015,Total establecimientos,CDT,113,A 360 días,5.04733040830937,19719.39637
06/22/2015,Total establecimientos,CDT,107,A 90 días,4.30535172517222,182221.62556
06/22/2015,Total establecimientos,CDT,111,A 180 días,4.60257343187,96844.20113
06/22/2015,Total establecimientos,CDT,113,A 360 días,4.80697489382575,13194.26054
06/23/2015,Total establecimientos,CDT,107,A 90 días,4.39895555964978,101735.0968
06/23/2015,Total establecimientos,CDT,111,A 180 días,4.74200802876891,60257.08539
06/23/2015,Total establecimientos,CDT,113,A 360 días,5.19690162725937,18782.57214
06/24/2015,Total establecimientos,CDT,107,A 90 días,4.24057978004632,219620.34581
06/24/2015,Total establecimientos,CDT,111,A 180 días,4.71488309583233,112052.78746
06/24/2015,Total establecimientos,CDT,113,A 360 días,5.15255953076569,34153.76349
06/25/2015,Total establecimientos,CDT,107,A 90 días,4.27013153087535,100992.98595
06/25/2015,Total establecimientos,CDT,111,A 180 días,4.85707589154122,59426.41144
06/25/2015,Total establecimientos,CDT,113,A 360 días,4.895281134012,14322.22979
06/26/2015,Total establecimientos,CDT,107,A 90 días,4.36559429345528,153501.63733
06/26/2015,Total establecimientos,CDT,111,A 180 días,4.43684978818498,51754.12036
06/26/2015,Total establecimientos,CDT,113,A 360 días,5.36043966558904,20447.66735
06/30/2015,Total establecimientos,CDT,107,A 90 días,4.35115230470108,280663.87811
06/30/2015,Total establecimientos,CDT,111,A 180 días,4.64344441753419,134488.85253
06/30/2015,Total establecimientos,CDT,113,A 360 días,4.95663039431757,26595.62651
07/01/2015,Total establecimientos,CDT,107,A 90 días,4.29471008919999,115875.42033
07/01/2015,Total establecimientos,CDT,111,A 180 días,4.52144614351787,45935.32667
07/01/2015,Total establecimientos,CDT,113,A 360 días,5.27161058557556,43383.77096
07/02/2015,Total establecimientos,CDT,107,A 90 días,4.40040589551765,178922.72284
07/02/2015,Total establecimientos,CDT,111,A 180 días,4.40153472277728,57594.77762
07/02/2015,Total establecimientos,CDT,113,A 360 días,4.58959958816608,13212.18345
07/03/2015,Total establecimientos,CDT,107,A 90 días,4.27473392290146,102911.04975
07/03/2015,Total establecimientos,CDT,111,A 180 días,4.33762576965107,32895.08885
07/03/2015,Total establecimientos,CDT,113,A 360 días,4.87486492352529,15395.77629
07/06/2015,Total establecimientos,CDT,107,A 90 días,4.58615496635652,466262.01509
07/06/2015,Total establecimientos,CDT,111,A 180 días,4.64958603034255,124085.83442
07/06/2015,Total establecimientos,CDT,113,A 360 días,5.21349046149874,52343.06691
07/07/2015,Total establecimientos,CDT,107,A 90 días,4.63383202808355,281232.41899
07/07/2015,Total establecimientos,CDT,111,A 180 días,4.67519342454606,82894.80961
07/07/2015,Total establecimientos,CDT,113,A 360 días,5.11185604328173,13181.08349
07/08/2015,Total establecimientos,CDT,107,A 90 días,4.4155032972645,187443.46855
07/08/2015,Total establecimientos,CDT,111,A 180 días,4.51725471941376,93464.99735
07/08/2015,Total establecimientos,CDT,113,A 360 días,5.03955757912981,18604.25353
07/09/2015,Total establecimientos,CDT,107,A 90 días,4.52871448196992,215740.58648
07/09/2015,Total establecimientos,CDT,111,A 180 días,4.50282774754701,51767.59108
07/09/2015,Total establecimientos,CDT,113,A 360 días,4.96849914800464,13052.15289
07/10/2015,Total establecimientos,CDT,107,A 90 días,4.43061474810019,148348.51404
07/10/2015,Total establecimientos,CDT,111,A 180 días,4.53597367448155,49919.40115
07/10/2015,Total establecimientos,CDT,113,A 360 días,4.94873767159731,15929.06294
07/13/2015,Total establecimientos,CDT,107,A 90 días,4.41348865829827,236594.47062
07/13/2015,Total establecimientos,CDT,111,A 180 días,4.67152303484534,117714.38132
07/13/2015,Total establecimientos,CDT,113,A 360 días,5.17411302899491,35151.61689
07/14/2015,Total establecimientos,CDT,107,A 90 días,4.6335808465946,303430.37042
07/14/2015,Total establecimientos,CDT,111,A 180 días,4.60989680135293,90751.91517
07/14/2015,Total establecimientos,CDT,113,A 360 días,5.18501131012166,19559.78918
07/15/2015,Total establecimientos,CDT,107,A 90 días,4.54275130959124,272124.97213
07/15/2015,Total establecimientos,CDT,111,A 180 días,4.89654918944047,182611.2898
07/15/2015,Total establecimientos,CDT,113,A 360 días,4.9502496383411,16691.82216
07/16/2015,Total establecimientos,CDT,107,A 90 días,4.58812288564805,264241.66518
07/16/2015,Total establecimientos,CDT,111,A 180 días,4.42288122648625,56577.72938
07/16/2015,Total establecimientos,CDT,113,A 360 días,4.93735784284574,14151.31235
07/17/2015,Total establecimientos,CDT,107,A 90 días,4.17373167548388,96257.88236
07/17/2015,Total establecimientos,CDT,111,A 180 días,4.40390100909631,46851.81842
07/17/2015,Total establecimientos,CDT,113,A 360 días,4.7526867652346,12058.09565
07/21/2015,Total establecimientos,CDT,107,A 90 días,4.65124011618228,528170.42825
07/21/2015,Total establecimientos,CDT,111,A 180 días,4.99119082747612,448006.47022
07/21/2015,Total establecimientos,CDT,113,A 360 días,5.07861363940175,29340.30183
07/22/2015,Total establecimientos,CDT,107,A 90 días,4.65159847881845,245647.278
07/22/2015,Total establecimientos,CDT,111,A 180 días,4.80109066147904,122575.92779
07/22/2015,Total establecimientos,CDT,113,A 360 días,5.2659228878405,28518.0349
07/23/2015,Total establecimientos,CDT,107,A 90 días,4.49674446640868,236609.71948
07/23/2015,Total establecimientos,CDT,111,A 180 días,4.34883143308598,61601.78879
07/23/2015,Total establecimientos,CDT,113,A 360 días,4.79007111305597,13637.35208
07/24/2015,Total establecimientos,CDT,107,A 90 días,4.36129819026502,128320.92966
07/24/2015,Total establecimientos,CDT,111,A 180 días,4.73090730555579,76286.72083
07/24/2015,Total establecimientos,CDT,113,A 360 días,5.2124170529463,18833.61052
07/27/2015,Total establecimientos,CDT,107,A 90 días,4.46043021509385,254635.35208
07/27/2015,Total establecimientos,CDT,111,A 180 días,4.77078839945322,135657.41285
07/27/2015,Total establecimientos,CDT,113,A 360 días,4.9184914029348,24429.70446
07/28/2015,Total establecimientos,CDT,107,A 90 días,4.69657057254937,309754.19807
07/28/2015,Total establecimientos,CDT,111,A 180 días,4.80057203980602,107877.85777
07/28/2015,Total establecimientos,CDT,113,A 360 días,5.01777072930058,18017.5374
07/29/2015,Total establecimientos,CDT,107,A 90 días,4.42347735326512,196453.70317
07/29/2015,Total establecimientos,CDT,111,A 180 días,4.75933726617369,112779.37987
07/29/2015,Total establecimientos,CDT,113,A 360 días,5.04231306833307,18952.842
07/30/2015,Total establecimientos,CDT,107,A 90 días,4.33780772866849,140413.89981
07/30/2015,Total establecimientos,CDT,111,A 180 días,4.47650575138555,55904.40997
07/30/2015,Total establecimientos,CDT,113,A 360 días,4.63942577310912,8028.99629
07/31/2015,Total establecimientos,CDT,107,A 90 días,4.15448772607138,83349.30054
07/31/2015,Total establecimientos,CDT,111,A 180 días,4.53684924297605,48293.74923
07/31/2015,Total establecimientos,CDT,113,A 360 días,4.51581196253665,12407.7873
08/03/2015,Total establecimientos,CDT,107,A 90 días,4.40199703501273,178432.67077
08/03/2015,Total establecimientos,CDT,111,A 180 días,4.8315132927714,159598.73289
08/03/2015,Total establecimientos,CDT,113,A 360 días,5.14516887226687,34253.90441
08/04/2015,Total establecimientos,CDT,107,A 90 días,4.30376622262294,119481.26483
08/04/2015,Total establecimientos,CDT,111,A 180 días,4.85461993965278,109566.1204
08/04/2015,Total establecimientos,CDT,113,A 360 días,4.93965098275034,12532.24711
08/05/2015,Total establecimientos,CDT,107,A 90 días,4.3700412325926,168811.49741
08/05/2015,Total establecimientos,CDT,111,A 180 días,4.59493395712152,68327.42016
08/05/2015,Total establecimientos,CDT,113,A 360 días,5.20519527215042,19807.74006
08/06/2015,Total establecimientos,CDT,107,A 90 días,4.37777615952336,152265.94303
08/06/2015,Total establecimientos,CDT,111,A 180 días,4.52786000053505,60016.52185
08/06/2015,Total establecimientos,CDT,113,A 360 días,5.13092094313367,15272.83833
08/10/2015,Total establecimientos,CDT,107,A 90 días,4.47723266178757,251518.57894
08/10/2015,Total establecimientos,CDT,111,A 180 días,4.71899952700276,138853.35817
08/10/2015,Total establecimientos,CDT,113,A 360 días,5.27321760154043,36018.07115
08/11/2015,Total establecimientos,CDT,107,A 90 días,4.63248730564816,251895.74021
08/11/2015,Total establecimientos,CDT,111,A 180 días,4.7775319667414,110148.16509
08/11/2015,Total establecimientos,CDT,113,A 360 días,4.99239483352915,13375.70958
08/12/2015,Total establecimientos,CDT,107,A 90 días,4.51838544199294,235363.61885
08/12/2015,Total establecimientos,CDT,111,A 180 días,4.73060722433349,102996.28494
08/12/2015,Total establecimientos,CDT,113,A 360 días,5.52114707204096,52369.10109
08/13/2015,Total establecimientos,CDT,107,A 90 días,4.62032392504512,224804.83049
08/13/2015,Total establecimientos,CDT,111,A 180 días,4.48913137864364,52396.56539
08/13/2015,Total establecimientos,CDT,113,A 360 días,4.83963467313914,11385.15738
08/14/2015,Total establecimientos,CDT,107,A 90 días,4.14016848283377,94310.78249
08/14/2015,Total establecimientos,CDT,111,A 180 días,4.46533964297908,45919.17855
08/14/2015,Total establecimientos,CDT,113,A 360 días,5.47778874173008,19541.00231
08/18/2015,Total establecimientos,CDT,107,A 90 días,4.35819275008505,206193.55379
